date,period,borough,gss_code,sales_volume,avg_price_all_property_types
2016-05-01,2016-05,Newham,E09000025,141,359225
2016-05-01,2016-05,Tower Hamlets,E09000030,295,494442
2016-05-01,2016-05,Waltham Forest,E09000031,187,416670
2016-06-01,2016-06,Greenwich,E09000011,306,402068
2016-06-01,2016-06,Hackney,E09000012,178,517401
2016-06-01,2016-06,Newham,E09000025,148,367117
2016-06-01,2016-06,Tower Hamlets,E09000030,542,482696
2016-06-01,2016-06,Waltham Forest,E09000031,229,418841
2016-07-01,2016-07,Greenwich,E09000011,258,400792
2016-07-01,2016-07,Hackney,E09000012,186,533141
2016-07-01,2016-07,Newham,E09000025,219,371916
2016-07-01,2016-07,Tower Hamlets,E09000030,463,486813
2016-07-01,2016-07,Waltham Forest,E09000031,260,427281
2016-08-01,2016-08,Greenwich,E09000011,392,400644
2016-08-01,2016-08,Hackney,E09000012,200,543584
2016-08-01,2016-08,Newham,E09000025,218,375521
2016-08-01,2016-08,Tower Hamlets,E09000030,393,493197
2016-08-01,2016-08,Waltham Forest,E09000031,284,429105
2016-09-01,2016-09,Greenwich,E09000011,317,399558
2016-09-01,2016-09,Hackney,E09000012,162,555998
2016-09-01,2016-09,Newham,E09000025,142,378600
2016-09-01,2016-09,Tower Hamlets,E09000030,407,509034
2016-09-01,2016-09,Waltham Forest,E09000031,262,429652
2016-10-01,2016-10,Greenwich,E09000011,346,395471
2016-10-01,2016-10,Hackney,E09000012,212,564897
2016-10-01,2016-10,Newham,E09000025,373,375384
2016-10-01,2016-10,Tower Hamlets,E09000030,367,510843
2016-10-01,2016-10,Waltham Forest,E09000031,283,433897
2016-11-01,2016-11,Greenwich,E09000011,281,391917
2016-11-01,2016-11,Hackney,E09000012,239,576511
2016-11-01,2016-11,Newham,E09000025,309,376807
2016-11-01,2016-11,Tower Hamlets,E09000030,373,513597
2016-11-01,2016-11,Waltham Forest,E09000031,236,444917
2016-12-01,2016-12,Greenwich,E09000011,321,395227
2016-12-01,2016-12,Hackney,E09000012,247,567368
2016-12-01,2016-12,Newham,E09000025,305,369117
2016-12-01,2016-12,Tower Hamlets,E09000030,380,505397
2016-12-01,2016-12,Waltham Forest,E09000031,239,447978
2017-01-01,2017-01,Greenwich,E09000011,259,397734
2017-01-01,2017-01,Hackney,E09000012,179,580485
2017-01-01,2017-01,Newham,E09000025,214,371224
2017-01-01,2017-01,Tower Hamlets,E09000030,378,503104
2017-01-01,2017-01,Waltham Forest,E09000031,229,449862
2017-02-01,2017-02,Greenwich,E09000011,219,401421
2017-02-01,2017-02,Hackney,E09000012,169,570286
2017-02-01,2017-02,Newham,E09000025,280,375421
2017-02-01,2017-02,Tower Hamlets,E09000030,383,516139
2017-02-01,2017-02,Waltham Forest,E09000031,216,444762
2017-03-01,2017-03,Greenwich,E09000011,282,399859
2017-03-01,2017-03,Hackney,E09000012,208,553536
2017-03-01,2017-03,Newham,E09000025,388,380885
2017-03-01,2017-03,Tower Hamlets,E09000030,284,507990
2017-03-01,2017-03,Waltham Forest,E09000031,250,451245
2017-04-01,2017-04,Greenwich,E09000011,234,405234
2017-04-01,2017-04,Hackney,E09000012,172,531345
2017-04-01,2017-04,Newham,E09000025,358,381611
2017-04-01,2017-04,Tower Hamlets,E09000030,268,510664
2017-04-01,2017-04,Waltham Forest,E09000031,177,443393
2017-05-01,2017-05,Greenwich,E09000011,258,406222
2017-05-01,2017-05,Hackney,E09000012,164,521562
2017-05-01,2017-05,Newham,E09000025,359,382252
2017-05-01,2017-05,Tower Hamlets,E09000030,314,492277
2017-05-01,2017-05,Waltham Forest,E09000031,188,446398
2017-06-01,2017-06,Greenwich,E09000011,407,417370
2017-06-01,2017-06,Hackney,E09000012,144,551254
2017-06-01,2017-06,Newham,E09000025,456,378474
2017-06-01,2017-06,Tower Hamlets,E09000030,344,496555
2017-06-01,2017-06,Waltham Forest,E09000031,260,439825
2017-07-01,2017-07,Greenwich,E09000011,307,427068
2017-07-01,2017-07,Hackney,E09000012,218,565753
2017-07-01,2017-07,Newham,E09000025,369,380112
2017-07-01,2017-07,Tower Hamlets,E09000030,245,493069
2017-07-01,2017-07,Waltham Forest,E09000031,246,449987
2017-08-01,2017-08,Greenwich,E09000011,269,430297
2017-08-01,2017-08,Hackney,E09000012,210,591809
2017-08-01,2017-08,Newham,E09000025,290,377328
2017-08-01,2017-08,Tower Hamlets,E09000030,301,489222
2017-08-01,2017-08,Waltham Forest,E09000031,258,452189
2017-09-01,2017-09,Greenwich,E09000011,350,431249
2017-09-01,2017-09,Hackney,E09000012,180,595062
2017-09-01,2017-09,Newham,E09000025,219,385779
2017-09-01,2017-09,Tower Hamlets,E09000030,284,498363
2017-09-01,2017-09,Waltham Forest,E09000031,239,458648
2017-10-01,2017-10,Greenwich,E09000011,384,422273
2017-10-01,2017-10,Hackney,E09000012,199,593905
2017-10-01,2017-10,Newham,E09000025,243,384583
2017-10-01,2017-10,Tower Hamlets,E09000030,239,514680
2017-10-01,2017-10,Waltham Forest,E09000031,274,456738
2017-11-01,2017-11,Greenwich,E09000011,309,417764
2017-11-01,2017-11,Hackney,E09000012,167,580572
2017-11-01,2017-11,Newham,E09000025,260,377601
2017-11-01,2017-11,Tower Hamlets,E09000030,220,516800
2017-11-01,2017-11,Waltham Forest,E09000031,222,454851
2017-12-01,2017-12,Greenwich,E09000011,258,407431
2017-12-01,2017-12,Hackney,E09000012,269,575915
2017-12-01,2017-12,Newham,E09000025,285,365092
2017-12-01,2017-12,Tower Hamlets,E09000030,304,511132
2017-12-01,2017-12,Waltham Forest,E09000031,234,455837
2018-01-01,2018-01,Greenwich,E09000011,207,408369
2018-01-01,2018-01,Hackney,E09000012,171,570429
2018-01-01,2018-01,Newham,E09000025,266,359210
2018-01-01,2018-01,Tower Hamlets,E09000030,208,491512
2018-01-01,2018-01,Waltham Forest,E09000031,180,461321
2018-02-01,2018-02,Greenwich,E09000011,234,409693
2018-02-01,2018-02,Hackney,E09000012,142,572459
2018-02-01,2018-02,Newham,E09000025,390,363199
2018-02-01,2018-02,Tower Hamlets,E09000030,209,487625
2018-02-01,2018-02,Waltham Forest,E09000031,190,462044
2018-03-01,2018-03,Greenwich,E09000011,265,409264
2018-03-01,2018-03,Hackney,E09000012,138,551599
2018-03-01,2018-03,Newham,E09000025,248,368814
2018-03-01,2018-03,Tower Hamlets,E09000030,259,490011
2018-03-01,2018-03,Waltham Forest,E09000031,210,456047
2018-04-01,2018-04,Greenwich,E09000011,292,404462
2018-04-01,2018-04,Hackney,E09000012,141,547818
2018-04-01,2018-04,Newham,E09000025,265,376783
2018-04-01,2018-04,Tower Hamlets,E09000030,188,500468
2018-04-01,2018-04,Waltham Forest,E09000031,173,445000
2018-05-01,2018-05,Greenwich,E09000011,318,408302
2018-05-01,2018-05,Hackney,E09000012,154,559114
2018-05-01,2018-05,Newham,E09000025,261,379372
2018-05-01,2018-05,Tower Hamlets,E09000030,218,509884
2018-05-01,2018-05,Waltham Forest,E09000031,217,444311
2018-06-01,2018-06,Greenwich,E09000011,312,410576
2018-06-01,2018-06,Hackney,E09000012,177,571351
2018-06-01,2018-06,Newham,E09000025,274,383140
2018-06-01,2018-06,Tower Hamlets,E09000030,257,498827
2018-06-01,2018-06,Waltham Forest,E09000031,239,449485
2018-07-01,2018-07,Greenwich,E09000011,401,411124
2018-07-01,2018-07,Hackney,E09000012,203,572615
2018-07-01,2018-07,Newham,E09000025,189,384853
2018-07-01,2018-07,Tower Hamlets,E09000030,332,492845
2018-07-01,2018-07,Waltham Forest,E09000031,262,459347
2018-08-01,2018-08,Greenwich,E09000011,343,408882
2018-08-01,2018-08,Hackney,E09000012,239,563460
2018-08-01,2018-08,Newham,E09000025,218,382334
2018-08-01,2018-08,Tower Hamlets,E09000030,364,483913
2018-08-01,2018-08,Waltham Forest,E09000031,304,460158
2018-09-01,2018-09,Greenwich,E09000011,282,414463
2018-09-01,2018-09,Hackney,E09000012,202,555843
2018-09-01,2018-09,Newham,E09000025,271,382704
2018-09-01,2018-09,Tower Hamlets,E09000030,328,484700
2018-09-01,2018-09,Waltham Forest,E09000031,257,462200
2018-10-01,2018-10,Greenwich,E09000011,341,418214
2018-10-01,2018-10,Hackney,E09000012,148,564368
2018-10-01,2018-10,Newham,E09000025,244,378228
2018-10-01,2018-10,Tower Hamlets,E09000030,297,478619
2018-10-01,2018-10,Waltham Forest,E09000031,253,455713
2018-11-01,2018-11,Greenwich,E09000011,309,410278
2018-11-01,2018-11,Hackney,E09000012,142,561779
2018-11-01,2018-11,Newham,E09000025,282,373651
2018-11-01,2018-11,Tower Hamlets,E09000030,280,481653
2018-11-01,2018-11,Waltham Forest,E09000031,277,453456
2018-12-01,2018-12,Greenwich,E09000011,191,407689
2018-12-01,2018-12,Hackney,E09000012,142,566545
2018-12-01,2018-12,Newham,E09000025,267,371017
2018-12-01,2018-12,Tower Hamlets,E09000030,314,481651
2018-12-01,2018-12,Waltham Forest,E09000031,256,453771
2019-01-01,2019-01,Greenwich,E09000011,273,407275
2019-01-01,2019-01,Hackney,E09000012,155,545465
2019-01-01,2019-01,Newham,E09000025,184,374078
2019-01-01,2019-01,Tower Hamlets,E09000030,236,476574
2019-01-01,2019-01,Waltham Forest,E09000031,208,449347
2019-02-01,2019-02,Greenwich,E09000011,262,413840
2019-02-01,2019-02,Hackney,E09000012,173,550467
2019-02-01,2019-02,Newham,E09000025,150,379724
2019-02-01,2019-02,Tower Hamlets,E09000030,228,469428
2019-02-01,2019-02,Waltham Forest,E09000031,157,450655
2019-03-01,2019-03,Greenwich,E09000011,298,407224
2019-03-01,2019-03,Hackney,E09000012,205,573513
2019-03-01,2019-03,Newham,E09000025,146,383273
2019-03-01,2019-03,Tower Hamlets,E09000030,276,470929
2019-03-01,2019-03,Waltham Forest,E09000031,187,443330
2019-04-01,2019-04,Greenwich,E09000011,235,402876
2019-04-01,2019-04,Hackney,E09000012,139,591652
2019-04-01,2019-04,Newham,E09000025,151,383253
2019-04-01,2019-04,Tower Hamlets,E09000030,214,474919
2019-04-01,2019-04,Waltham Forest,E09000031,165,446279
2019-05-01,2019-05,Greenwich,E09000011,253,401374
2019-05-01,2019-05,Hackney,E09000012,148,581002
2019-05-01,2019-05,Newham,E09000025,181,384801
2019-05-01,2019-05,Tower Hamlets,E09000030,254,469685
2019-05-01,2019-05,Waltham Forest,E09000031,186,439518
2019-06-01,2019-06,Greenwich,E09000011,218,409920
2019-06-01,2019-06,Hackney,E09000012,113,566935
2019-06-01,2019-06,Newham,E09000025,217,375665
2019-06-01,2019-06,Tower Hamlets,E09000030,257,470396
2019-06-01,2019-06,Waltham Forest,E09000031,328,435164
2019-07-01,2019-07,Greenwich,E09000011,293,419577
2019-07-01,2019-07,Hackney,E09000012,348,576958
2019-07-01,2019-07,Newham,E09000025,222,375727
2019-07-01,2019-07,Tower Hamlets,E09000030,399,476509
2019-07-01,2019-07,Waltham Forest,E09000031,267,432351
2019-08-01,2019-08,Greenwich,E09000011,344,418756
2019-08-01,2019-08,Hackney,E09000012,232,587744
2019-08-01,2019-08,Newham,E09000025,175,378516
2019-08-01,2019-08,Tower Hamlets,E09000030,416,486386
2019-08-01,2019-08,Waltham Forest,E09000031,288,439930
2019-09-01,2019-09,Greenwich,E09000011,309,426112
2019-09-01,2019-09,Hackney,E09000012,167,589964
2019-09-01,2019-09,Newham,E09000025,178,385517
2019-09-01,2019-09,Tower Hamlets,E09000030,291,494350
2019-09-01,2019-09,Waltham Forest,E09000031,234,446107
2019-10-01,2019-10,Greenwich,E09000011,284,424480
2019-10-01,2019-10,Hackney,E09000012,191,579898
2019-10-01,2019-10,Newham,E09000025,181,385734
2019-10-01,2019-10,Tower Hamlets,E09000030,268,495470
2019-10-01,2019-10,Waltham Forest,E09000031,229,448450
2019-11-01,2019-11,Greenwich,E09000011,292,429071
2019-11-01,2019-11,Hackney,E09000012,206,573859
2019-11-01,2019-11,Newham,E09000025,195,379666
2019-11-01,2019-11,Tower Hamlets,E09000030,244,495060
2019-11-01,2019-11,Waltham Forest,E09000031,228,451507
2019-12-01,2019-12,Greenwich,E09000011,296,421946
2019-12-01,2019-12,Hackney,E09000012,289,567274
2019-12-01,2019-12,Newham,E09000025,146,377286
2019-12-01,2019-12,Tower Hamlets,E09000030,234,498435
2019-12-01,2019-12,Waltham Forest,E09000031,269,454329
2020-01-01,2020-01,Greenwich,E09000011,206,419756
2020-01-01,2020-01,Hackney,E09000012,174,574592
2020-01-01,2020-01,Newham,E09000025,130,382047
2020-01-01,2020-01,Tower Hamlets,E09000030,289,507479
2020-01-01,2020-01,Waltham Forest,E09000031,201,458448
2020-02-01,2020-02,Greenwich,E09000011,252,419643
2020-02-01,2020-02,Hackney,E09000012,161,589242
2020-02-01,2020-02,Newham,E09000025,115,387885
2020-02-01,2020-02,Tower Hamlets,E09000030,270,520113
2020-02-01,2020-02,Waltham Forest,E09000031,178,450574
2020-03-01,2020-03,Greenwich,E09000011,254,416772
2020-03-01,2020-03,Hackney,E09000012,145,597238
2020-03-01,2020-03,Newham,E09000025,135,386671
2020-03-01,2020-03,Tower Hamlets,E09000030,280,524684
2020-03-01,2020-03,Waltham Forest,E09000031,201,450276
2020-04-01,2020-04,Greenwich,E09000011,116,420497
2020-04-01,2020-04,Hackney,E09000012,60,595785
2020-04-01,2020-04,Newham,E09000025,63,383751
2020-04-01,2020-04,Tower Hamlets,E09000030,149,513497
2020-04-01,2020-04,Waltham Forest,E09000031,95,455350
2020-05-01,2020-05,Greenwich,E09000011,94,418637
2020-05-01,2020-05,Hackney,E09000012,68,598229
2020-05-01,2020-05,Newham,E09000025,75,390966
2020-05-01,2020-05,Tower Hamlets,E09000030,106,508032
2020-05-01,2020-05,Waltham Forest,E09000031,84,461621
2020-06-01,2020-06,Greenwich,E09000011,131,413332
2020-06-01,2020-06,Hackney,E09000012,128,598686
2020-06-01,2020-06,Newham,E09000025,102,397332
2020-06-01,2020-06,Tower Hamlets,E09000030,195,492995
2020-06-01,2020-06,Waltham Forest,E09000031,156,464619
2020-07-01,2020-07,Greenwich,E09000011,198,410206
2020-07-01,2020-07,Hackney,E09000012,167,614742
2020-07-01,2020-07,Newham,E09000025,168,397626
2020-07-01,2020-07,Tower Hamlets,E09000030,246,497277
2020-07-01,2020-07,Waltham Forest,E09000031,184,459940
2020-08-01,2020-08,Greenwich,E09000011,195,411793
2020-08-01,2020-08,Hackney,E09000012,144,609141
2020-08-01,2020-08,Newham,E09000025,180,390322
2020-08-01,2020-08,Tower Hamlets,E09000030,203,506248
2020-08-01,2020-08,Waltham Forest,E09000031,196,464221
2020-09-01,2020-09,Greenwich,E09000011,209,423845
2020-09-01,2020-09,Hackney,E09000012,192,626906
2020-09-01,2020-09,Newham,E09000025,199,386132
2020-09-01,2020-09,Tower Hamlets,E09000030,257,520304
2020-09-01,2020-09,Waltham Forest,E09000031,196,471569
2020-10-01,2020-10,Greenwich,E09000011,294,424564
2020-10-01,2020-10,Hackney,E09000012,160,610820
2020-10-01,2020-10,Newham,E09000025,189,391311
2020-10-01,2020-10,Tower Hamlets,E09000030,333,523820
2020-10-01,2020-10,Waltham Forest,E09000031,247,481837
2020-11-01,2020-11,Greenwich,E09000011,304,429270
2020-11-01,2020-11,Hackney,E09000012,145,613382
2020-11-01,2020-11,Newham,E09000025,183,393359
2020-11-01,2020-11,Tower Hamlets,E09000030,253,514838
2020-11-01,2020-11,Waltham Forest,E09000031,239,485105
2020-12-01,2020-12,Greenwich,E09000011,349,423731
2020-12-01,2020-12,Hackney,E09000012,170,603163
2020-12-01,2020-12,Newham,E09000025,228,399010
2020-12-01,2020-12,Tower Hamlets,E09000030,319,509975
2020-12-01,2020-12,Waltham Forest,E09000031,297,487472
2021-01-01,2021-01,Greenwich,E09000011,287,435387
2021-01-01,2021-01,Hackney,E09000012,205,606513
2021-01-01,2021-01,Newham,E09000025,180,401633
2021-01-01,2021-01,Tower Hamlets,E09000030,276,505973
2021-01-01,2021-01,Waltham Forest,E09000031,264,485426
2021-02-01,2021-02,Greenwich,E09000011,335,438670
2021-02-01,2021-02,Hackney,E09000012,271,599001
2021-02-01,2021-02,Newham,E09000025,257,407527
2021-02-01,2021-02,Tower Hamlets,E09000030,322,528825
2021-02-01,2021-02,Waltham Forest,E09000031,382,486486
2021-03-01,2021-03,Greenwich,E09000011,453,442541
2021-03-01,2021-03,Hackney,E09000012,445,590061
2021-03-01,2021-03,Newham,E09000025,357,413082
2021-03-01,2021-03,Tower Hamlets,E09000030,662,543813
2021-03-01,2021-03,Waltham Forest,E09000031,560,485803
2021-04-01,2021-04,Greenwich,E09000011,277,435486
2021-04-01,2021-04,Hackney,E09000012,212,574956
2021-04-01,2021-04,Newham,E09000025,205,406397
2021-04-01,2021-04,Tower Hamlets,E09000030,342,552155
2021-04-01,2021-04,Waltham Forest,E09000031,293,481947
2021-05-01,2021-05,Greenwich,E09000011,280,438076
2021-05-01,2021-05,Hackney,E09000012,211,563795
2021-05-01,2021-05,Newham,E09000025,176,400019
2021-05-01,2021-05,Tower Hamlets,E09000030,312,542385
2021-05-01,2021-05,Waltham Forest,E09000031,254,479221
2021-06-01,2021-06,Greenwich,E09000011,874,448433
2021-06-01,2021-06,Hackney,E09000012,818,576848
2021-06-01,2021-06,Newham,E09000025,532,404909
2021-06-01,2021-06,Tower Hamlets,E09000030,1166,545958
2021-06-01,2021-06,Waltham Forest,E09000031,854,476821
2021-07-01,2021-07,Greenwich,E09000011,109,436008
2021-07-01,2021-07,Hackney,E09000012,78,611739
2021-07-01,2021-07,Newham,E09000025,94,405742
2021-07-01,2021-07,Tower Hamlets,E09000030,140,546908
2021-07-01,2021-07,Waltham Forest,E09000031,78,475336
2021-08-01,2021-08,Greenwich,E09000011,242,442354
2021-08-01,2021-08,Hackney,E09000012,132,636238
2021-08-01,2021-08,Newham,E09000025,137,408221
2021-08-01,2021-08,Tower Hamlets,E09000030,328,555759
2021-08-01,2021-08,Waltham Forest,E09000031,173,475145
2021-09-01,2021-09,Greenwich,E09000011,387,436226
2021-09-01,2021-09,Hackney,E09000012,287,624634
2021-09-01,2021-09,Newham,E09000025,250,400921
2021-09-01,2021-09,Tower Hamlets,E09000030,506,549612
2021-09-01,2021-09,Waltham Forest,E09000031,413,477766
2021-10-01,2021-10,Greenwich,E09000011,195,453707
2021-10-01,2021-10,Hackney,E09000012,113,586689
2021-10-01,2021-10,Newham,E09000025,96,396387
2021-10-01,2021-10,Tower Hamlets,E09000030,205,547642
2021-10-01,2021-10,Waltham Forest,E09000031,156,480684
2021-11-01,2021-11,Greenwich,E09000011,256,445773
2021-11-01,2021-11,Hackney,E09000012,161,572251
2021-11-01,2021-11,Newham,E09000025,126,397255
2021-11-01,2021-11,Tower Hamlets,E09000030,277,553153
2021-11-01,2021-11,Waltham Forest,E09000031,200,480801
2021-12-01,2021-12,Greenwich,E09000011,254,447028
2021-12-01,2021-12,Hackney,E09000012,209,578650
2021-12-01,2021-12,Newham,E09000025,218,398239
2021-12-01,2021-12,Tower Hamlets,E09000030,296,563994
2021-12-01,2021-12,Waltham Forest,E09000031,259,478806
2022-01-01,2022-01,Greenwich,E09000011,238,452910
2022-01-01,2022-01,Hackney,E09000012,143,607358
2022-01-01,2022-01,Newham,E09000025,156,406458
2022-01-01,2022-01,Tower Hamlets,E09000030,231,572680
2022-01-01,2022-01,Waltham Forest,E09000031,200,477674
2022-02-01,2022-02,Greenwich,E09000011,258,456272
2022-02-01,2022-02,Hackney,E09000012,209,611550
2022-02-01,2022-02,Newham,E09000025,154,404469
2022-02-01,2022-02,Tower Hamlets,E09000030,268,555874
2022-02-01,2022-02,Waltham Forest,E09000031,198,477138
2022-03-01,2022-03,Greenwich,E09000011,233,454327
2022-03-01,2022-03,Hackney,E09000012,221,612640
2022-03-01,2022-03,Newham,E09000025,266,405557
2022-03-01,2022-03,Tower Hamlets,E09000030,322,539165
2022-03-01,2022-03,Waltham Forest,E09000031,269,475669
2022-04-01,2022-04,Greenwich,E09000011,220,447017
2022-04-01,2022-04,Hackney,E09000012,182,589080
2022-04-01,2022-04,Newham,E09000025,195,402306
2022-04-01,2022-04,Tower Hamlets,E09000030,287,537410
2022-04-01,2022-04,Waltham Forest,E09000031,230,478383
2022-05-01,2022-05,Greenwich,E09000011,237,453550
2022-05-01,2022-05,Hackney,E09000012,183,591519
2022-05-01,2022-05,Newham,E09000025,212,410670
2022-05-01,2022-05,Tower Hamlets,E09000030,322,531684
2022-05-01,2022-05,Waltham Forest,E09000031,224,484606
2022-06-01,2022-06,Greenwich,E09000011,306,471756
2022-06-01,2022-06,Hackney,E09000012,207,599439
2022-06-01,2022-06,Newham,E09000025,303,425655
2022-06-01,2022-06,Tower Hamlets,E09000030,395,535662
2022-06-01,2022-06,Waltham Forest,E09000031,258,493585
2022-07-01,2022-07,Greenwich,E09000011,332,484056
2022-07-01,2022-07,Hackney,E09000012,209,622549
2022-07-01,2022-07,Newham,E09000025,262,436933
2022-07-01,2022-07,Tower Hamlets,E09000030,398,537767
2022-07-01,2022-07,Waltham Forest,E09000031,290,508719
2022-08-01,2022-08,Greenwich,E09000011,356,494314
2022-08-01,2022-08,Hackney,E09000012,229,630011
2022-08-01,2022-08,Newham,E09000025,177,432743
2022-08-01,2022-08,Tower Hamlets,E09000030,419,548821
2022-08-01,2022-08,Waltham Forest,E09000031,277,520143
2022-09-01,2022-09,Greenwich,E09000011,292,492588
2022-09-01,2022-09,Hackney,E09000012,283,629265
2022-09-01,2022-09,Newham,E09000025,189,426822
2022-09-01,2022-09,Tower Hamlets,E09000030,395,558210
2022-09-01,2022-09,Waltham Forest,E09000031,269,522556
2022-10-01,2022-10,Greenwich,E09000011,317,493819
2022-10-01,2022-10,Hackney,E09000012,218,627788
2022-10-01,2022-10,Newham,E09000025,198,426543
2022-10-01,2022-10,Tower Hamlets,E09000030,356,556909
2022-10-01,2022-10,Waltham Forest,E09000031,283,521647
2022-11-01,2022-11,Greenwich,E09000011,278,485221
2022-11-01,2022-11,Hackney,E09000012,214,624416
2022-11-01,2022-11,Newham,E09000025,172,433309
2022-11-01,2022-11,Tower Hamlets,E09000030,297,541763
2022-11-01,2022-11,Waltham Forest,E09000031,331,517464
2022-12-01,2022-12,Greenwich,E09000011,229,476900
2022-12-01,2022-12,Hackney,E09000012,192,608364
2022-12-01,2022-12,Newham,E09000025,219,427572
2022-12-01,2022-12,Tower Hamlets,E09000030,250,526632
2022-12-01,2022-12,Waltham Forest,E09000031,241,515770
2023-01-01,2023-01,Greenwich,E09000011,193,471365
2023-01-01,2023-01,Hackney,E09000012,140,611019
2023-01-01,2023-01,Newham,E09000025,161,424484
2023-01-01,2023-01,Tower Hamlets,E09000030,204,517302
2023-01-01,2023-01,Waltham Forest,E09000031,203,511506
2023-02-01,2023-02,Greenwich,E09000011,173,475795
2023-02-01,2023-02,Hackney,E09000012,125,601522
2023-02-01,2023-02,Newham,E09000025,129,420496
2023-02-01,2023-02,Tower Hamlets,E09000030,197,517844
2023-02-01,2023-02,Waltham Forest,E09000031,199,509703
2023-03-01,2023-03,Greenwich,E09000011,181,474312
2023-03-01,2023-03,Hackney,E09000012,161,611912
2023-03-01,2023-03,Newham,E09000025,148,411717
2023-03-01,2023-03,Tower Hamlets,E09000030,205,513539
2023-03-01,2023-03,Waltham Forest,E09000031,226,501392
2023-04-01,2023-04,Greenwich,E09000011,126,457276
2023-04-01,2023-04,Hackney,E09000012,110,596046
2023-04-01,2023-04,Newham,E09000025,113,417731
2023-04-01,2023-04,Tower Hamlets,E09000030,109,512899
2023-04-01,2023-04,Waltham Forest,E09000031,125,504511
2023-05-01,2023-05,Greenwich,E09000011,153,439408
2023-05-01,2023-05,Hackney,E09000012,109,603081
2023-05-01,2023-05,Newham,E09000025,114,421428
2023-05-01,2023-05,Tower Hamlets,E09000030,139,514893
2023-05-01,2023-05,Waltham Forest,E09000031,147,497681
2023-06-01,2023-06,Greenwich,E09000011,176,439931
2023-06-01,2023-06,Hackney,E09000012,146,608774
2023-06-01,2023-06,Newham,E09000025,131,430276
2023-06-01,2023-06,Tower Hamlets,E09000030,176,509545
2023-06-01,2023-06,Waltham Forest,E09000031,190,499460
2023-07-01,2023-07,Greenwich,E09000011,195,454925
2023-07-01,2023-07,Hackney,E09000012,148,617642
2023-07-01,2023-07,Newham,E09000025,100,426096
2023-07-01,2023-07,Tower Hamlets,E09000030,193,499525
2023-07-01,2023-07,Waltham Forest,E09000031,200,493468
2023-08-01,2023-08,Greenwich,E09000011,212,468691
2023-08-01,2023-08,Hackney,E09000012,150,608041
2023-08-01,2023-08,Newham,E09000025,146,419628
2023-08-01,2023-08,Tower Hamlets,E09000030,242,494337
2023-08-01,2023-08,Waltham Forest,E09000031,228,501408
2023-09-01,2023-09,Greenwich,E09000011,223,463636
2023-09-01,2023-09,Hackney,E09000012,199,612750
2023-09-01,2023-09,Newham,E09000025,142,429243
2023-09-01,2023-09,Tower Hamlets,E09000030,281,503331
2023-09-01,2023-09,Waltham Forest,E09000031,221,504878
2023-10-01,2023-10,Greenwich,E09000011,181,455366
2023-10-01,2023-10,Hackney,E09000012,157,626236
2023-10-01,2023-10,Newham,E09000025,115,424347
2023-10-01,2023-10,Tower Hamlets,E09000030,214,504381
2023-10-01,2023-10,Waltham Forest,E09000031,217,506271
2023-11-01,2023-11,Greenwich,E09000011,192,446923
2023-11-01,2023-11,Hackney,E09000012,186,638941
2023-11-01,2023-11,Newham,E09000025,146,425348
2023-11-01,2023-11,Tower Hamlets,E09000030,205,499082
2023-11-01,2023-11,Waltham Forest,E09000031,188,500599
2023-12-01,2023-12,Greenwich,E09000011,187,446287
2023-12-01,2023-12,Hackney,E09000012,137,627736
2023-12-01,2023-12,Newham,E09000025,144,427996
2023-12-01,2023-12,Tower Hamlets,E09000030,162,491127
2023-12-01,2023-12,Waltham Forest,E09000031,188,496778
2024-01-01,2024-01,Greenwich,E09000011,157,453687
2024-01-01,2024-01,Hackney,E09000012,134,607243
2024-01-01,2024-01,Newham,E09000025,165,434668
2024-01-01,2024-01,Tower Hamlets,E09000030,150,494465
2024-01-01,2024-01,Waltham Forest,E09000031,152,501353
2024-02-01,2024-02,Greenwich,E09000011,190,467415
2024-02-01,2024-02,Hackney,E09000012,130,601689
2024-02-01,2024-02,Newham,E09000025,162,444570
2024-02-01,2024-02,Tower Hamlets,E09000030,145,494312
2024-02-01,2024-02,Waltham Forest,E09000031,193,501137
2024-03-01,2024-03,Greenwich,E09000011,238,479878
2024-03-01,2024-03,Hackney,E09000012,156,604604
2024-03-01,2024-03,Newham,E09000025,147,445489
2024-03-01,2024-03,Tower Hamlets,E09000030,217,488046
2024-03-01,2024-03,Waltham Forest,E09000031,166,499866
2024-04-01,2024-04,Greenwich,E09000011,174,469204
2024-04-01,2024-04,Hackney,E09000012,133,604881
2024-04-01,2024-04,Newham,E09000025,119,438054
2024-04-01,2024-04,Tower Hamlets,E09000030,210,483323
2024-04-01,2024-04,Waltham Forest,E09000031,214,493286
2024-05-01,2024-05,Greenwich,E09000011,255,465062
2024-05-01,2024-05,Hackney,E09000012,193,618816
2024-05-01,2024-05,Newham,E09000025,163,422144
2024-05-01,2024-05,Tower Hamlets,E09000030,207,486788
2024-05-01,2024-05,Waltham Forest,E09000031,209,493781
2024-06-01,2024-06,Greenwich,E09000011,183,464477
2024-06-01,2024-06,Hackney,E09000012,188,619527
2024-06-01,2024-06,Newham,E09000025,161,408005
2024-06-01,2024-06,Tower Hamlets,E09000030,215,505927
2024-06-01,2024-06,Waltham Forest,E09000031,221,487659
2024-07-01,2024-07,Greenwich,E09000011,255,479011
2024-07-01,2024-07,Hackney,E09000012,185,618187
2024-07-01,2024-07,Newham,E09000025,160,413159
